id	project	name	bps	sequences	biome	feature	material	enviroment&nbsp;package	sequencing&nbsp;type	location	avg&nbsp;seq&nbsp;length		select
4520026.3	IGERT Reverse Ecology 2011-2013	G3_2_1_merged_remove	856127064	5978731	marine salt marsh biome	saline marsh	intertidal sediment	sediment	WGS	Plum Island, MA	143.195	public	
4520027.3	IGERT Reverse Ecology 2011-2013	G3_3_2_merged_remove	875218467	6445823	marine salt marsh biome	saline marsh	intertidal sediment	sediment	WGS	Plum Island, MA	135.781	public	
4520028.3	IGERT Reverse Ecology 2011-2013	G5_1_2_merged_remove	713260283	5624988	marine salt marsh biome	saline marsh	intertidal sediment	sediment	WGS	Plum Island, MA	126.802	public	
4520029.3	IGERT Reverse Ecology 2011-2013	G5_2_4_merged_remove	1100774423	7813299	marine salt marsh biome	saline marsh	intertidal sediment	sediment	WGS	Plum Island, MA	140.885	public	
4520030.3	IGERT Reverse Ecology 2011-2013	G5_3_4_merged_remove	842634980	5898050	marine salt marsh biome	saline marsh	intertidal sediment	sediment	WGS	Plum Island, MA	142.867	public	
4520031.3	IGERT Reverse Ecology 2011-2013	R1_1_4_merged_remove	1292206348	9179906	marine salt marsh biome	saline marsh	intertidal sediment	sediment	WGS	Plum Island, MA	140.765	public	
4520032.3	IGERT Reverse Ecology 2011-2013	R1_2_4_merged_remove	505849440	3536787	marine salt marsh biome	saline marsh	intertidal sediment	sediment	WGS	Plum Island, MA	143.025	public	
4520033.3	IGERT Reverse Ecology 2011-2013	R1_3_4_merged_remove	765561803	5327512	marine salt marsh biome	saline marsh	intertidal sediment	sediment	WGS	Plum Island, MA	143.700	public	
4520034.3	IGERT Reverse Ecology 2011-2013	R6_1_2_merged_remove	929435862	6638196	marine salt marsh biome	saline marsh	intertidal sediment	sediment	WGS	Plum Island, MA	140.013	public	
4520035.3	IGERT Reverse Ecology 2011-2013	R6_2_1_merged_remove	1471081565	10642403	marine salt marsh biome	saline marsh	intertidal sediment	sediment	WGS	Plum Island, MA	138.228	public	
4520036.3	IGERT Reverse Ecology 2011-2013	R6_3_1_merged_remove	866024185	6145961	marine salt marsh biome	saline marsh	intertidal sediment	sediment	WGS	Plum Island, MA	140.909	public	
4520058.3	Bovine Metagenome	6852-control-faeces_R2	442425724	5381779	terrestrial biome	livestock-associated habitat	feces	host-associated	WGS	Ellinbank, Victoria	82.208	public	
4520059.3	Bovine Metagenome	6852-control-rumen_R1	511204996	5425084	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	94.230	public	
4520060.3	Bovine Metagenome	6852-control-rumen_R2	499185639	5425084	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	92.014	public	
4520061.3	Bovine Metagenome	6852-FT-faeces_R1	675627517	7175457	terrestrial biome	livestock-associated habitat	feces	host-associated	WGS	Ellinbank, Victoria	94.158	public	
4520062.3	Bovine Metagenome	6852-FT-faeces_R2	588639296	7175457	terrestrial biome	livestock-associated habitat	feces	host-associated	WGS	Ellinbank, Victoria	82.035	public	
4520063.3	Bovine Metagenome	6859-control-faeces_R1	359401342	3815729	terrestrial biome	livestock-associated habitat	feces	host-associated	WGS	Ellinbank, Victoria	94.189	public	
4520064.3	Bovine Metagenome	6859-control-faeces_R2	346824352	3815729	terrestrial biome	livestock-associated habitat	feces	host-associated	WGS	Ellinbank, Victoria	90.893	public	
4520065.3	Bovine Metagenome	6859-control-rumen_R1	518561806	5498955	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	94.302	public	
4520066.3	Bovine Metagenome	6859-control-rumen_R2	508246456	5498955	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	92.426	public	
4520067.3	Bovine Metagenome	6859-FT-faeces_R1	486133377	5161808	terrestrial biome	livestock-associated habitat	feces	host-associated	WGS	Ellinbank, Victoria	94.179	public	
4520068.3	Bovine Metagenome	6859-FT-faeces_R2	451389655	5161808	terrestrial biome	livestock-associated habitat	feces	host-associated	WGS	Ellinbank, Victoria	87.448	public	
4520069.3	Bovine Metagenome	6859-FT-rumen_R1	463134158	4910725	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	94.311	public	
4520070.3	Bovine Metagenome	6859-FT-rumen_R2	461774353	4910725	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	94.034	public	
4520071.3	Bovine Metagenome	6882-control-faeces_R1	498451722	5295240	terrestrial biome	livestock-associated habitat	feces	host-associated	WGS	Ellinbank, Victoria	94.132	public	
4520072.3	Bovine Metagenome	6882-control-faeces_R2	447588554	5295240	terrestrial biome	livestock-associated habitat	feces	host-associated	WGS	Ellinbank, Victoria	84.527	public	
4520073.3	Bovine Metagenome	6882-control-rumen_R1	539518308	5719309	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	94.333	public	
4520074.3	Bovine Metagenome	6882-control-rumen_R2	533296312	5719309	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	93.245	public	
4520075.3	Bovine Metagenome	6882-FT-faeces_R1	449795751	4778871	terrestrial biome	livestock-associated habitat	feces	host-associated	WGS	Ellinbank, Victoria	94.122	public	
4520076.3	Bovine Metagenome	6882-FT-faeces_R2	404930784	4778871	terrestrial biome	livestock-associated habitat	feces	host-associated	WGS	Ellinbank, Victoria	84.734	public	
4520077.3	Bovine Metagenome	6882-FT-rumen-a_R1	514311012	5448846	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	94.389	public	
4520078.3	Bovine Metagenome	6882-FT-rumen-a_R2	502695864	5448846	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	92.257	public	
4520079.3	Bovine Metagenome	6882-FT-rumen-b_R1	426448553	4521509	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	94.316	public	
4520080.3	Bovine Metagenome	6882-FT-rumen-b_R2	406798270	4521509	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	89.970	public	
4520081.3	Bovine Metagenome	7920-control-faeces_R1	417076099	4427042	terrestrial biome	livestock-associated habitat	feces	host-associated	WGS	Ellinbank, Victoria	94.211	public	
4520082.3	Bovine Metagenome	7920-control-faeces_R2	398938403	4427042	terrestrial biome	livestock-associated habitat	feces	host-associated	WGS	Ellinbank, Victoria	90.114	public	
4520083.3	Bovine Metagenome	7920-control-rumen_R1	344205852	3658097	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	94.094	public	
4520084.3	Bovine Metagenome	7920-control-rumen_R2	291753842	3658097	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	79.756	public	
4520085.3	Bovine Metagenome	7920-FT-faeces_R1	445395291	4726808	terrestrial biome	livestock-associated habitat	feces	host-associated	WGS	Ellinbank, Victoria	94.227	public	
4520086.3	Bovine Metagenome	7920-FT-faeces_R2	423420304	4726808	terrestrial biome	livestock-associated habitat	feces	host-associated	WGS	Ellinbank, Victoria	89.578	public	
4520087.3	Bovine Metagenome	7920-FT-rumen_R1	528075036	5601728	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	94.270	public	
4520088.3	Bovine Metagenome	7920-FT-rumen_R2	514107941	5601728	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	91.777	public	
4520089.3	Bovine Metagenome	FCE-1831_R1	361478527	3829112	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	94.403	public	
4520090.3	Bovine Metagenome	FCE-1831_R2	374689080	3829112	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	97.853	public	
4520091.3	Bovine Metagenome	FCE-2287_R1	338339321	3582414	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	94.445	public	
4520092.3	Bovine Metagenome	FCE-2287_R2	349651938	3582414	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	97.602	public	
4520093.3	Bovine Metagenome	FCE-3170_R1	385209706	4076094	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	94.505	public	
4520094.3	Bovine Metagenome	FCE-3170_R2	401095392	4076094	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	98.402	public	
4520095.3	Bovine Metagenome	FCE-3219_R1	339020021	3589425	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	94.450	public	
4520096.3	Bovine Metagenome	FCE-3219_R2	351333765	3589425	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	97.880	public	
4520097.3	Bovine Metagenome	FCE-441_R1	338412223	3584140	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	94.419	public	
4520098.3	Bovine Metagenome	FCE-441_R2	350006861	3584140	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	97.654	public	
4520099.3	Bovine Metagenome	FCE-462_R1	335046541	3551070	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	94.351	public	
4520100.3	Bovine Metagenome	FCE-462_R2	314406451	3551070	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	88.539	public	
4520101.3	Bovine Metagenome	FCE-463_R1	389041859	4121934	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	94.383	public	
4520102.3	Bovine Metagenome	FCE-463_R2	402282999	4121934	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	97.596	public	
4520103.3	Bovine Metagenome	FCE-809_R1	304845819	3229866	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	94.383	public	
4520104.3	Bovine Metagenome	FCE-809_R2	315580955	3229866	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	97.707	public	
4520105.3	Bovine Metagenome	FCE-818_R1	297370812	3149875	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	94.407	public	
4520106.3	Bovine Metagenome	FCE-818_R2	307134591	3149875	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	97.507	public	
4520107.3	Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study	E36	52320588	105279	urban biome	human-associated habitat	feces	human-gut	WGS	Stanford, California	496.971	public	
4520108.3	Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study	E23	70540700	141637	urban biome	human-associated habitat	feces	human-gut	WGS	Stanford, California	498.039	public	
4520109.3	Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study	D39	27838824	56165	urban biome	human-associated habitat	feces	human-gut	WGS	Stanford, California	495.661	public	
4520110.3	Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study	D44	52854450	108632	urban biome	human-associated habitat	feces	human-gut	WGS	Stanford, California	486.546	public	
4520111.3	Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study	E11	77554542	150271	urban biome	human-associated habitat	feces	human-gut	WGS	Stanford, California	516.098	public	
4520112.3	Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study	D19	25263691	51281	urban biome	human-associated habitat	feces	human-gut	WGS	Stanford, California	492.652	public	
4520113.3	Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study	D33	22537131	44981	urban biome	human-associated habitat	feces	human-gut	WGS	Stanford, California	501.037	public	
4520114.3	Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study	E22	88970036	187991	urban biome	human-associated habitat	feces	human-gut	WGS	Stanford, California	473.268	public	
4520115.3	Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study	E16	49335977	97071	urban biome	human-associated habitat	feces	human-gut	WGS	Stanford, California	508.246	public	
4520116.3	Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study	E41	61497422	153811	urban biome	human-associated habitat	feces	human-gut	WGS	Stanford, California	399.825	public	
4520117.3	Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study	E31	115267359	227167	urban biome	human-associated habitat	feces	human-gut	WGS	Stanford, California	507.412	public	
4520118.3	Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study	E05	37982209	76148	urban biome	human-associated habitat	feces	human-gut	WGS	Stanford, California	498.795	public	
4520119.3	Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study	E49	53781125	107307	urban biome	human-associated habitat	feces	human-gut	WGS	Stanford, California	501.189	public	
4520120.3	Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study	D53	55924368	110603	urban biome	human-associated habitat	feces	human-gut	WGS	Stanford, California	505.632	public	
4520121.3	Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study	D11	53662425	104650	urban biome	human-associated habitat	feces	human-gut	WGS	Stanford, California	512.780	public	
4520122.3	Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study	D25	28455705	58263	urban biome	human-associated habitat	feces	human-gut	WGS	Stanford, California	488.401	public	
4520123.3	Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study	E18	46768155	95777	urban biome	human-associated habitat	feces	human-gut	WGS	Stanford, California	488.303	public	
4520124.3	Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study	E44	40732942	81966	urban biome	human-associated habitat	feces	human-gut	WGS	Stanford, California	496.949	public	
4520125.3	Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study	D05	38826990	80071	urban biome	human-associated habitat	feces	human-gut	WGS	Stanford, California	484.907	public	
4520126.3	Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study	D52	63750879	121556	urban biome	human-associated habitat	feces	human-gut	WGS	Stanford, California	524.457	public	
4520127.3	Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study	D47	62204602	120686	urban biome	human-associated habitat	feces	human-gut	WGS	Stanford, California	515.425	public	
4520128.3	Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study	D24	28842828	59014	urban biome	human-associated habitat	feces	human-gut	WGS	Stanford, California	488.746	public	
4520129.3	Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study	E50	49147915	97028	urban biome	human-associated habitat	feces	human-gut	WGS	Stanford, California	506.533	public	
4520130.3	Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study	D16	44834465	88850	urban biome	human-associated habitat	feces	human-gut	WGS	Stanford, California	504.608	public	
4520132.3	Bovine Metagenome	FCE-820_R1	466551150	4944445	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	94.359	public	
4520133.3	Bovine Metagenome	FCE-820_R2	483842309	4944445	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	97.856	public	
4520134.3	Bovine Metagenome	FCE-822_R1	324114276	3435073	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	94.354	public	
4520135.3	Bovine Metagenome	FCE-822_R2	315841144	3435073	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	91.946	public	
4520136.3	Bovine Metagenome	FCE-826_R1	340778212	3615888	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	94.245	public	
4520137.3	Bovine Metagenome	FCE-826_R2	301710555	3615888	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	83.440	public	
4520138.3	Bovine Metagenome	FCE-841_R1	336126853	3558718	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	94.452	public	
4520139.3	Bovine Metagenome	FCE-841_R2	349159411	3558718	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	98.114	public	
4520140.3	Bovine Metagenome	FCE-8421_R1	319067317	3381173	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	94.366	public	
4520141.3	Bovine Metagenome	FCE-8421_R2	330285228	3381173	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	97.684	public	
4520142.3	Bovine Metagenome	FCE-8429_R1	344882664	3653797	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	94.390	public	
4520143.3	Bovine Metagenome	FCE-8429_R2	328942511	3653797	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	90.028	public	
4520144.3	Bovine Metagenome	FCE-8466_R1	323715129	3426570	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	94.472	public	
4520145.3	Bovine Metagenome	FCE-8466_R2	335508050	3426570	terrestrial biome	livestock-associated habitat	bodily fluid	host-associated	WGS	Ellinbank, Victoria	97.914	public	
4520300.3	Merlot microbiome	root_S10_L001_R1_001	29367251	117001	Udvardy biome	plant-associated habitat	bulk soil	plant-associated	WGS	New York	251.000	public	
4520301.3	Merlot microbiome	root_S10_L001_R2_001	29367251	117001	Udvardy biome	plant-associated habitat	bulk soil	plant-associated	WGS	New York	251.000	public	
4520302.3	Merlot microbiome	root_S11_L001_R1_001	60899377	242627	Udvardy biome	plant-associated habitat	bulk soil	plant-associated	WGS	New York	251.000	public	
